year,sport,event,sex,original_change_type,refined_change_type,event_family,standard_event_family,true_new_medal_opportunity_flag,restored_event_flag,rename_or_split_likely_flag,opportunity_delta_vs_prev_games,confidence_level,note
1928,Art Competitions,Art Competitions Mixed Painting,mixed,removed,removed,Painting,painting,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",mixed,added,true_added,"Painting, Drawings And Water Colors",painting drawings water colors,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",mixed,added,true_added,"Painting, Graphic Arts",painting graphic arts,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Painting, Paintings",mixed,added,true_added,"Painting, Paintings",painting paintings,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,Art Competitions Mixed Sculpturing,mixed,removed,removed,Sculpturing,sculpturing,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",mixed,added,true_added,"Sculpturing, Medals And Reliefs",sculpturing medals reliefs,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",mixed,added,true_added,"Sculpturing, Statues",sculpturing statues,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Athletics,Athletics Men's 10 kilometres Walk,men,removed,removed,10 kilometres Walk,walk,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Athletics,"Athletics Men's 3,000 metres, Team",men,removed,removed,"3,000 metres, Team",team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Athletics,"Athletics Men's Cross-Country, Individual",men,removed,removed,"Cross-Country, Individual",cross country individual,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Athletics,"Athletics Men's Cross-Country, Team",men,removed,removed,"Cross-Country, Team",cross country team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Athletics,Athletics Men's Pentathlon,men,removed,removed,Pentathlon,pentathlon,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Athletics,Athletics Women's 100 metres,women,added,uncertain,100 metres,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
1928,Athletics,Athletics Women's 4 x 100 metres Relay,women,added,true_added,4 x 100 metres Relay,x relay,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Athletics,Athletics Women's 800 metres,women,added,uncertain,800 metres,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
1928,Athletics,Athletics Women's Discus Throw,women,added,true_added,Discus Throw,discus throw,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Athletics,Athletics Women's High Jump,women,added,true_added,High Jump,high jump,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Cycling,"Cycling Men's 1,000 metres Time Trial",men,added,true_added,"1,000 metres Time Trial",time trial,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Cycling,Cycling Men's 50 kilometres,men,removed,removed,50 kilometres,,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Diving,Diving Men's Plain High,men,removed,removed,Plain High,plain high,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Diving,Diving Women's Plain High,women,removed,removed,Plain High,plain high,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Diving,Diving Women's Platform,women,added,true_added,Platform,platform,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Equestrianism,"Equestrianism Men's Dressage, Team",men,added,true_added,"Dressage, Team",dressage team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Gymnastics,Gymnastics Men's Rope Climbing,men,removed,removed,Rope Climbing,rope climbing,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Gymnastics,Gymnastics Men's Side Horse,men,removed,removed,Side Horse,side horse,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1928,Gymnastics,Gymnastics Women's Team All-Around,women,added,true_added,Team All-Around,team all around,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1928,Hockey,Hockey Men's Hockey,men,restored,restored,Hockey,hockey,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1928,Polo,Polo Men's Polo,men,removed,removed,Polo,polo,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Rugby,Rugby Men's Rugby,men,removed,removed,Rugby,rugby,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",men,removed,removed,"Free Rifle, 400, 600 and 800 metres, Team",free rifle team,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",men,removed,removed,"Free Rifle, Prone, 600 metres",free rifle prone,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",men,removed,removed,"Rapid-Fire Pistol, 25 metres",rapid fire pistol,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Shooting,"Shooting Men's Running Target, Double Shot",men,removed,removed,"Running Target, Double Shot",running target double shot,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Shooting,"Shooting Men's Running Target, Double Shot, Team",men,removed,removed,"Running Target, Double Shot, Team",running target double shot team,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Shooting,"Shooting Men's Running Target, Single Shot",men,removed,removed,"Running Target, Single Shot",running target single shot,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Shooting,"Shooting Men's Running Target, Single Shot, Team",men,removed,removed,"Running Target, Single Shot, Team",running target single shot team,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",men,removed,removed,"Small-Bore Rifle, Prone, 50 metres",small bore rifle prone,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1928,Shooting,Shooting Men's Trap,men,removed,removed,Trap,trap,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
