year,sport,event,sex,change_type,event_family,note
1928,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",mixed,added,"Architecture, Designs For Town Planning",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Literature, Dramatic Works",mixed,added,"Literature, Dramatic Works",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Literature, Epic Works",mixed,added,"Literature, Epic Works",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",mixed,added,"Literature, Lyric Works",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",mixed,added,"Music, Compositions For Orchestra",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",mixed,added,"Music, Compositions For Solo Or Chorus",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber",mixed,added,"Music, Instrumental And Chamber",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",mixed,added,"Painting, Drawings And Water Colors",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",mixed,added,"Painting, Graphic Arts",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Painting, Paintings",mixed,added,"Painting, Paintings",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",mixed,added,"Sculpturing, Medals And Reliefs",Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",mixed,added,"Sculpturing, Statues",Detected from adjacent Summer Games event-set comparison.
1928,Athletics,Athletics Women's 100 metres,women,added,100 metres,Detected from adjacent Summer Games event-set comparison.
1928,Athletics,Athletics Women's 4 x 100 metres Relay,women,added,4 x 100 metres Relay,Detected from adjacent Summer Games event-set comparison.
1928,Athletics,Athletics Women's 800 metres,women,added,800 metres,Detected from adjacent Summer Games event-set comparison.
1928,Athletics,Athletics Women's Discus Throw,women,added,Discus Throw,Detected from adjacent Summer Games event-set comparison.
1928,Athletics,Athletics Women's High Jump,women,added,High Jump,Detected from adjacent Summer Games event-set comparison.
1928,Cycling,"Cycling Men's 1,000 metres Time Trial",men,added,"1,000 metres Time Trial",Detected from adjacent Summer Games event-set comparison.
1928,Diving,Diving Women's Platform,women,added,Platform,Detected from adjacent Summer Games event-set comparison.
1928,Equestrianism,"Equestrianism Men's Dressage, Team",men,added,"Dressage, Team",Detected from adjacent Summer Games event-set comparison.
1928,Gymnastics,Gymnastics Women's Team All-Around,women,added,Team All-Around,Detected from adjacent Summer Games event-set comparison.
1928,Hockey,Hockey Men's Hockey,men,restored,Hockey,Detected from adjacent Summer Games event-set comparison.
1928,Art Competitions,Art Competitions Mixed Architecture,mixed,removed,Architecture,Present in 1924 but absent in 1928.
1928,Art Competitions,Art Competitions Mixed Literature,mixed,removed,Literature,Present in 1924 but absent in 1928.
1928,Art Competitions,Art Competitions Mixed Music,mixed,removed,Music,Present in 1924 but absent in 1928.
1928,Art Competitions,Art Competitions Mixed Painting,mixed,removed,Painting,Present in 1924 but absent in 1928.
1928,Art Competitions,Art Competitions Mixed Sculpturing,mixed,removed,Sculpturing,Present in 1924 but absent in 1928.
1928,Athletics,Athletics Men's 10 kilometres Walk,men,removed,10 kilometres Walk,Present in 1924 but absent in 1928.
1928,Athletics,"Athletics Men's 3,000 metres, Team",men,removed,"3,000 metres, Team",Present in 1924 but absent in 1928.
1928,Athletics,"Athletics Men's Cross-Country, Individual",men,removed,"Cross-Country, Individual",Present in 1924 but absent in 1928.
1928,Athletics,"Athletics Men's Cross-Country, Team",men,removed,"Cross-Country, Team",Present in 1924 but absent in 1928.
1928,Athletics,Athletics Men's Pentathlon,men,removed,Pentathlon,Present in 1924 but absent in 1928.
1928,Cycling,Cycling Men's 50 kilometres,men,removed,50 kilometres,Present in 1924 but absent in 1928.
1928,Diving,Diving Men's Plain High,men,removed,Plain High,Present in 1924 but absent in 1928.
1928,Diving,Diving Women's Plain High,women,removed,Plain High,Present in 1924 but absent in 1928.
1928,Gymnastics,Gymnastics Men's Rope Climbing,men,removed,Rope Climbing,Present in 1924 but absent in 1928.
1928,Gymnastics,Gymnastics Men's Side Horse,men,removed,Side Horse,Present in 1924 but absent in 1928.
1928,Polo,Polo Men's Polo,men,removed,Polo,Present in 1924 but absent in 1928.
1928,Rugby,Rugby Men's Rugby,men,removed,Rugby,Present in 1924 but absent in 1928.
1928,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",men,removed,"Free Rifle, 400, 600 and 800 metres, Team",Present in 1924 but absent in 1928.
1928,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",men,removed,"Free Rifle, Prone, 600 metres",Present in 1924 but absent in 1928.
1928,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",men,removed,"Rapid-Fire Pistol, 25 metres",Present in 1924 but absent in 1928.
1928,Shooting,"Shooting Men's Running Target, Double Shot, Team",men,removed,"Running Target, Double Shot, Team",Present in 1924 but absent in 1928.
1928,Shooting,"Shooting Men's Running Target, Double Shot",men,removed,"Running Target, Double Shot",Present in 1924 but absent in 1928.
1928,Shooting,"Shooting Men's Running Target, Single Shot, Team",men,removed,"Running Target, Single Shot, Team",Present in 1924 but absent in 1928.
1928,Shooting,"Shooting Men's Running Target, Single Shot",men,removed,"Running Target, Single Shot",Present in 1924 but absent in 1928.
1928,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",men,removed,"Small-Bore Rifle, Prone, 50 metres",Present in 1924 but absent in 1928.
1928,Shooting,"Shooting Men's Trap, Team",men,removed,"Trap, Team",Present in 1924 but absent in 1928.
1928,Shooting,Shooting Men's Trap,men,removed,Trap,Present in 1924 but absent in 1928.
1928,Tennis,Tennis Men's Doubles,men,removed,Doubles,Present in 1924 but absent in 1928.
1928,Tennis,Tennis Men's Singles,men,removed,Singles,Present in 1924 but absent in 1928.
1928,Tennis,Tennis Mixed Doubles,mixed,removed,Doubles,Present in 1924 but absent in 1928.
1928,Tennis,Tennis Women's Doubles,women,removed,Doubles,Present in 1924 but absent in 1928.
1928,Tennis,Tennis Women's Singles,women,removed,Singles,Present in 1924 but absent in 1928.
1932,Alpinism,Alpinism Mixed Alpinism,mixed,added,Alpinism,Detected from adjacent Summer Games event-set comparison.
1932,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",mixed,added,"Architecture, Unknown Event",Detected from adjacent Summer Games event-set comparison.
1932,Art Competitions,Art Competitions Mixed Literature,mixed,restored,Literature,Detected from adjacent Summer Games event-set comparison.
1932,Art Competitions,Art Competitions Mixed Music,mixed,restored,Music,Detected from adjacent Summer Games event-set comparison.
1932,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",mixed,added,"Painting, Unknown Event",Detected from adjacent Summer Games event-set comparison.
1932,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",mixed,added,"Sculpturing, Unknown Event",Detected from adjacent Summer Games event-set comparison.
1932,Art Competitions,Art Competitions Mixed Unknown Event,mixed,added,Unknown Event,Detected from adjacent Summer Games event-set comparison.
1932,Athletics,Athletics Men's 50 kilometres Walk,men,added,50 kilometres Walk,Detected from adjacent Summer Games event-set comparison.
1932,Athletics,Athletics Women's 80 metres Hurdles,women,added,80 metres Hurdles,Detected from adjacent Summer Games event-set comparison.
1932,Athletics,Athletics Women's Javelin Throw,women,added,Javelin Throw,Detected from adjacent Summer Games event-set comparison.
1932,Gymnastics,Gymnastics Men's Club Swinging,men,restored,Club Swinging,Detected from adjacent Summer Games event-set comparison.
1932,Gymnastics,Gymnastics Men's Floor Exercise,men,added,Floor Exercise,Detected from adjacent Summer Games event-set comparison.
1932,Gymnastics,Gymnastics Men's Rope Climbing,men,restored,Rope Climbing,Detected from adjacent Summer Games event-set comparison.
1932,Gymnastics,Gymnastics Men's Tumbling,men,added,Tumbling,Detected from adjacent Summer Games event-set comparison.
1932,Sailing,Sailing Mixed Two Person Keelboat,mixed,added,Two Person Keelboat,Detected from adjacent Summer Games event-set comparison.
1932,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",men,restored,"Rapid-Fire Pistol, 25 metres",Detected from adjacent Summer Games event-set comparison.
1932,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",men,restored,"Small-Bore Rifle, Prone, 50 metres",Detected from adjacent Summer Games event-set comparison.
1932,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",men,added,"Welterweight, Greco-Roman",Detected from adjacent Summer Games event-set comparison.
1932,Art Competitions,"Art Competitions Mixed Literature, Dramatic Works",mixed,removed,"Literature, Dramatic Works",Present in 1928 but absent in 1932.
1932,Art Competitions,"Art Competitions Mixed Literature, Epic Works",mixed,removed,"Literature, Epic Works",Present in 1928 but absent in 1932.
1932,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",mixed,removed,"Literature, Lyric Works",Present in 1928 but absent in 1932.
1932,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",mixed,removed,"Music, Compositions For Orchestra",Present in 1928 but absent in 1932.
1932,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",mixed,removed,"Music, Compositions For Solo Or Chorus",Present in 1928 but absent in 1932.
1932,Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber",mixed,removed,"Music, Instrumental And Chamber",Present in 1928 but absent in 1932.
1932,Athletics,Athletics Women's 800 metres,women,removed,800 metres,Present in 1928 but absent in 1932.
1932,Football,Football Men's Football,men,removed,Football,Present in 1928 but absent in 1932.
1932,Gymnastics,Gymnastics Women's Team All-Around,women,removed,Team All-Around,Present in 1928 but absent in 1932.
1936,Aeronautics,Aeronautics Mixed Aeronautics,mixed,added,Aeronautics,Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,"Art Competitions Mixed Literature, Epic Works",mixed,restored,"Literature, Epic Works",Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",mixed,restored,"Literature, Lyric Works",Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,"Art Competitions Mixed Literature, Unknown Event",mixed,added,"Literature, Unknown Event",Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",mixed,restored,"Music, Compositions For Orchestra",Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",mixed,restored,"Music, Compositions For Solo Or Chorus",Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber",mixed,restored,"Music, Instrumental And Chamber",Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,"Art Competitions Mixed Music, Unknown Event",mixed,added,"Music, Unknown Event",Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",mixed,added,"Painting, Applied Arts",Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",mixed,added,"Sculpturing, Medals",Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs",mixed,added,"Sculpturing, Reliefs",Detected from adjacent Summer Games event-set comparison.
1936,Basketball,Basketball Men's Basketball,men,added,Basketball,Detected from adjacent Summer Games event-set comparison.
1936,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",men,added,"Canadian Doubles, 1,000 metres",Detected from adjacent Summer Games event-set comparison.
1936,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",men,added,"Canadian Doubles, 10,000 metres",Detected from adjacent Summer Games event-set comparison.
1936,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",men,added,"Canadian Singles, 1,000 metres",Detected from adjacent Summer Games event-set comparison.
1936,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",men,added,"Folding Kayak Doubles, 10 kilometres",Detected from adjacent Summer Games event-set comparison.
1936,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres",men,added,"Folding Kayak Singles, 10 kilometres",Detected from adjacent Summer Games event-set comparison.
1936,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",men,added,"Kayak Doubles, 1,000 metres",Detected from adjacent Summer Games event-set comparison.
1936,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",men,added,"Kayak Doubles, 10,000 metres",Detected from adjacent Summer Games event-set comparison.
1936,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",men,added,"Kayak Singles, 1,000 metres",Detected from adjacent Summer Games event-set comparison.
1936,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",men,added,"Kayak Singles, 10,000 metres",Detected from adjacent Summer Games event-set comparison.
1936,Football,Football Men's Football,men,restored,Football,Detected from adjacent Summer Games event-set comparison.
1936,Gymnastics,Gymnastics Women's Team All-Around,women,restored,Team All-Around,Detected from adjacent Summer Games event-set comparison.
1936,Handball,Handball Men's Handball,men,added,Handball,Detected from adjacent Summer Games event-set comparison.
1936,Polo,Polo Men's Polo,men,restored,Polo,Detected from adjacent Summer Games event-set comparison.
1936,Shooting,"Shooting Men's Free Pistol, 50 metres",men,restored,"Free Pistol, 50 metres",Detected from adjacent Summer Games event-set comparison.
1936,Art Competitions,Art Competitions Mixed Literature,mixed,removed,Literature,Present in 1932 but absent in 1936.
1936,Art Competitions,Art Competitions Mixed Music,mixed,removed,Music,Present in 1932 but absent in 1936.
1936,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",mixed,removed,"Sculpturing, Medals And Reliefs",Present in 1932 but absent in 1936.
